serial_number,battery_name,data_recieved,tech_date_recieved,battery_status,technical_id,from_swap
AJ243191022,65-72S 75AH,31-Oct-2024,6-Nov-2024,Stock,2,2
AK240391229,80D26L 70AH,3-Nov-2024,4-Nov-2024,Stock,2,2
AJ242088437,55D23L 60AH,21-Oct-2024,31-Oct-2024,Stock,2,2
AK240391233,80D26L 70AH,3-Nov-2024,5-Nov-2024,Stock,2,2
AJ243190960,95D31L 90AH,31-Oct-2024,3-Nov-2024,Stock,2,2
AJ242689732,DIN80L 80AH,26-Oct-2024,4-Nov-2024,Stock,2,2
AJ242489492,105D31L 100AH,24-Oct-2024,26-Oct-2024,Stock,2,2
AK240391234,80D26L 70AH,3-Nov-2024,5-Nov-2024,Stock,2,2
AJ243190961,95D31L 90AH,31-Oct-2024,5-Nov-2024,Stock,2,2
AJ242088438,55D23L 60AH,21-Oct-2024,29-Oct-2024,Stock,2,1
AJ242889964,80D26R 70AH,29-Oct-2024,7-Nov-2024,Stock,2,2
AJ242689726,DIN74L 74AH,26-Oct-2024,31-Oct-2024,Stock,2,2
AJ242689753,DIN74L 74AH,26-Oct-2024,2-Nov-2024,Stock,2,2
AJ242689717,DIN55L 60AH,26-Oct-2024,5-Nov-2024,Stock,2,2
AK240391226,80D26L 70AH,3-Nov-2024,3-Nov-2024,Stock,2,2
AJ242689733,DIN80L 80AH,26-Oct-2024,5-Nov-2024,Stock,2,2
AK240391235,80D26L 70AH,3-Nov-2024,7-Nov-2024,Stock,2,2
AI242180823,DIN55L 60AH,21-Sep-2024,,Stock,2,2
AJ241285956,55D23L 60AH,12-Oct-2024,9-Nov-2024,Stock,2,1
AJ242288860,DIN66L 66AH,22-Oct-2024,6-Nov-2024,Stock,2,2
AK240991981,N200L 200AH,9-Nov-2024,10-Nov-2024,Stock,2,2
AJ242689630,NS40L 35AH,26-Oct-2024,5-Nov-2024,Stock,2,2
AJ242689754,DIN74L 74AH,26-Oct-2024,3-Nov-2024,Stock,2,2
AJ243191023,65-72S 75AH,31-Oct-2024,7-Nov-2024,Stock,2,2
AJ242489493,DIN55L 60AH,24-Oct-2024,9-Nov-2024,Stock,2,1
AJ241386318,55D23L 60AH,13-Oct-2024,10-Nov-2024,Stock,2,1
AJ242689723,DIN74L 74AH,26-Oct-2024,9-Nov-2024,Stock,2,1
AK240391238,80D26L 70AH,3-Nov-2024,7-Nov-2024,Stock,2,2
AJ242689736,DIN100L 100AH,26-Oct-2024,27-Oct-2024,Stock,2,2
AJ242489491,105D31L 100AH,24-Oct-2024,7-Nov-2024,Stock,2,1
AJ242088439,55D23L 60AH,21-Oct-2024,7-Nov-2024,Stock,2,2
AJ242689715,DIN55L 60AH,26-Oct-2024,10-Nov-2024,Stock,2,1
AJ242689719,DIN55L 60AH,26-Oct-2024,6-Nov-2024,Stock,2,2
AJ242689718,DIN55L 60AH,26-Oct-2024,6-Nov-2024,Stock,2,2
AJ242389429,80D26L 70AH,24-Oct-2024,9-Nov-2024,Stock,2,1
AJ242088435,55D23L 60AH,21-Oct-2024,11-Nov-2024,Stock,2,1
AJ242689694,80D26L 70AH,26-Oct-2024,29-Oct-2024,Stock,1,1
AJ240684490,95D31R 90AH,6-Oct-2024,,Stock,1,1
AJ242890027,DIN55L 60AH,29-Oct-2024,11-Nov-2024,Stock,1,1
AJ242689755,DIN74L 74AH,26-Oct-2024,11-Nov-2024,Stock,1,1
AJ242689728,DIN80L 80AH,26-Oct-2024,27-Oct-2024,Stock,1,1
AK241192558,55D23L 60AH,12-Nov-2024,12-Nov-2024,Stock,1,1
AJ242088452,95D31L 90AH,21-Oct-2024,30-Oct-2024,Stock,1,1
AJ242689708,NS40L 35AH,26-Oct-2024,11-Nov-2024,Stock,1,1
AJ243191024,65-72S 75AH,31-Oct-2024,11-Nov-2024,Stock,1,1
AJ242689720,DIN55L 60AH,26-Oct-2024,11-Nov-2024,Stock,2,2
AJ242288865,DIN74L 74AH,22-Oct-2024,11-Nov-2024,Stock,2,1
AH242172893,DIN44L 45AH,21-Aug-2024,,Stock,2,1
AI241078385,NS40L 35AH BH,10-Sep-2024,10-Nov-2024,Stock,2,1
AJ242288859,DIN66L 66AH,22-Oct-2024,30-Oct-2024,Stock,1,1
AJ242689756,DIN74L 74AH,26-Oct-2024,11-Nov-2024,Stock,1,1
AJ242689730,DIN80L 80AH,26-Oct-2024,28-Oct-2024,Stock,1,1
AJ242088455,105D31R 100AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ243190963,95D31L 90AH,31-Oct-2024,11-Nov-2024,Stock,1,1
AJ240684488,DIN66L 66AH,6-Oct-2024,10-Nov-2024,Stock,2,1
AJ242689721,DIN55L 60AH,26-Oct-2024,11-Nov-2024,Stock,2,2
AJ243190962,95D31L 90AH,31-Oct-2024,7-Nov-2024,Stock,2,2
AJ242088454,105D31R 100AH,21-Oct-2024,24-Oct-2024,Stock,1,1
AJ242890031,DIN55L 60AH,29-Oct-2024,11-Nov-2024,Stock,1,1
AJ243191026,DIN80L 80AH,31-Oct-2024,13-Nov-2024,Stock,1,1
AJ241787644,55D23L 55AH,17-Oct-2024,,Stock,1,1
AJ243191006,NS60LS 45AH,31-Oct-2024,5-Nov-2024,Stock,2,2
AK241192559,55D23L 60AH,12-Nov-2024,12-Nov-2024,Stock,1,1
AJ243191014,DIN66L 66AH,31-Oct-2024,11-Nov-2024,Stock,1,1
AJ242689695,80D26L 70AH,26-Oct-2024,30-Oct-2024,Stock,1,1
AJ243190964,95D31L 90AH,31-Oct-2024,13-Nov-2024,Stock,1,1
AJ243191010,DIN55L 60AH,31-Oct-2024,14-Nov-2024,Stock,2,2
AK240391236,80D26L 70AH,3-Nov-2024,7-Nov-2024,Stock,2,2
AJ242389438,DIN74L 74AH,24-Oct-2024,11-Nov-2024,Stock,2,1
AK240391237,80D26L 70AH,3-Nov-2024,7-Nov-2024,Stock,2,2
AJ241987894,95D31L 90AH,19-Oct-2024,9-Nov-2024,Stock,2,1
AJ243191007,NS60LS 45AH,31-Oct-2024,4-Nov-2024,Stock,2,2
AJ242890032,DIN55L 60AH,29-Oct-2024,11-Nov-2024,Stock,1,1
AK241192560,55D23L 60AH,12-Nov-2024,12-Nov-2024,Stock,1,1
AK241192561,55D23L 60AH,12-Nov-2024,16-Nov-2024,Stock,1,1
AJ243191012,DIN55L 60AH,31-Oct-2024,16-Nov-2024,Stock,1,1
AJ242689757,DIN74L 74AH,26-Oct-2024,13-Nov-2024,Stock,1,1
AJ243191016,DIN74L 74AH,31-Oct-2024,14-Nov-2024,Stock,1,1
AJ242689707,105D31R 100AH,26-Oct-2024,14-Nov-2024,Stock,1,1
AK241693058,DIN66L 66AH,16-Nov-2024,16-Nov-2024,Stock,1,1
AK241693059,DIN66L 66AH,16-Nov-2024,17-Nov-2024,Stock,1,1
AJ243190965,95D31L 90AH,31-Oct-2024,14-Nov-2024,Stock,1,1
AK240391230,80D26L 70AH,3-Nov-2024,12-Nov-2024,Stock,1,1
AJ243191018,DIN74L 74AH,31-Oct-2024,17-Nov-2024,Stock,1,1
AK240391239,80D26L 70AH,3-Nov-2024,7-Nov-2024,Stock,2,2
AJ242689629,NS40L 35AH,26-Oct-2024,10-Nov-2024,Stock,2,1
AJ241586911,NS60L 45AH,15-Oct-2024,,Stock,2,2
AJ242088440,55D23L 60AH,21-Oct-2024,11-Nov-2024,Stock,2,2
AJ242689724,DIN74L 74AH,26-Oct-2024,9-Nov-2024,Stock,2,1
AJ243191011,DIN55L 60AH,31-Oct-2024,14-Nov-2024,Stock,2,2
AK241192568,105D31L 100AH,12-Nov-2024,12-Nov-2024,Stock,1,1
AJ243191019,DIN74L 74AH,31-Oct-2024,17-Nov-2024,Stock,1,1
AJ240383884,80D26R 70AH,3-Oct-2024,,Stock,1,1
AK240391240,80D26L 70AH,3-Nov-2024,12-Nov-2024,Stock,1,1
AJ243191020,DIN74L 74AH,31-Oct-2024,18-Nov-2024,Stock,1,1
AK241893503,DIN74L 74AH,18-Nov-2024,18-Nov-2024,Stock,1,1
AK240391241,80D26L 70AH,3-Nov-2024,12-Nov-2024,Stock,2,2
AJ242689727,65-72S 75AH,26-Oct-2024,10-Nov-2024,Stock,2,1
AJ243190970,NS40L 35AH BH,31-Oct-2024,17-Nov-2024,Stock,2,2
AJ243191017,DIN74L 74AH,31-Oct-2024,17-Nov-2024,Stock,2,2
AJ242088436,55D23L 60AH,21-Oct-2024,12-Nov-2024,Stock,2,2
AK240391244,80D26L 70AH,3-Nov-2024,19-Nov-2024,Stock,2,2
AK241192564,55D23L 60AH,12-Nov-2024,19-Nov-2024,Stock,2,2
AJ243191027,DIN80L 80AH,31-Oct-2024,14-Nov-2024,Stock,1,1
AK241292642,DIN55R 60AH,12-Nov-2024,13-Nov-2024,Stock,1,1
AK240391242,80D26L 70AH,3-Nov-2024,18-Nov-2024,Stock,1,1
AK241192569,105D31L 100AH,12-Nov-2024,18-Nov-2024,Stock,1,1
AJ243191028,DIN80L 80AH,31-Oct-2024,16-Nov-2024,Stock,1,1
AK241893502,DIN74L 74AH,18-Nov-2024,19-Nov-2024,Stock,1,1
AJ243191013,DIN55L 60AH,31-Oct-2024,17-Nov-2024,Stock,1,1
AK240391245,80D26L 70AH,3-Nov-2024,19-Nov-2024,Stock,2,2
AJ243191009,DIN55L 60AH,31-Oct-2024,12-Nov-2024,Stock,2,2
AK241392843,DIN44L 45AH,14-Nov-2024,14-Nov-2024,Stock,2,2
AJ242889965,80D26R 70AH,29-Oct-2024,9-Nov-2024,Stock,2,2
AK241392845,DIN55L 60AH,14-Nov-2024,17-Nov-2024,Stock,1,1
AJ242689729,DIN80L 80AH,26-Oct-2024,9-Nov-2024,Stock,1,1
AK241392836,95D31L 90AH,14-Nov-2024,18-Nov-2024,Stock,1,1
AJ242689737,DIN100L 100AH,26-Oct-2024,27-Oct-2024,Stock,1,1
AJ243191008,NS60LS 45AH,31-Oct-2024,11-Nov-2024,Stock,1,1
AK241392835,95D31L 90AH,14-Nov-2024,16-Nov-2024,Stock,1,1
AK241392847,DIN55L 60AH,14-Nov-2024,17-Nov-2024,Stock,2,2
AK241893507,DIN74L 74AH,18-Nov-2024,19-Nov-2024,Stock,2,2
AK240391243,80D26L 70AH,3-Nov-2024,18-Nov-2024,Stock,1,1
AK240391246,80D26L 70AH,3-Nov-2024,20-Nov-2024,Stock,1,1
AK242093586,80D26L 70AH,20-Nov-2024,21-Nov-2024,Stock,4,4
AK241192562,55D23L 60AH,12-Nov-2024,17-Nov-2024,Stock,1,1
AJ243190967,105D31L 100AH,31-Oct-2024,6-Nov-2024,Stock,2,2
AJ243190968,105D31L 100AH,31-Oct-2024,11-Nov-2024,Stock,2,2
AK241392848,DIN55L 60AH,14-Nov-2024,21-Nov-2024,Stock,2,2
AJ243191025,DIN80L 80AH,31-Oct-2024,7-Nov-2024,Stock,2,2
AJ243190966,95D31L 90AH,31-Oct-2024,14-Nov-2024,Stock,2,2
AK241192565,55D23L 60AH,12-Nov-2024,20-Nov-2024,Stock,2,2
AJ243191029,DIN80L 80AH,31-Oct-2024,20-Nov-2024,Stock,1,1
AK241893504,DIN74L 74AH,18-Nov-2024,19-Nov-2024,Stock,1,1
AK241292638,DIN44L 45AH,12-Nov-2024,13-Nov-2024,Stock,1,1
AK241292633,55D23R 60AH,12-Nov-2024,13-Nov-2024,Stock,1,1
AK241392837,95D31L 90AH,14-Nov-2024,21-Nov-2024,Stock,4,4
AK242093584,80D26L 70AH,20-Nov-2024,21-Nov-2024,Stock,4,4
AK242093614,105D31L 100AH,20-Nov-2024,23-Nov-2024,Stock,2,2
AK241893506,DIN74L 74AH,18-Nov-2024,19-Nov-2024,Stock,2,2
AK242093587,80D26L 70AH,20-Nov-2024,21-Nov-2024,Stock,4,4
AK241392850,DIN55L 60AH,14-Nov-2024,21-Nov-2024,Stock,4,4
AJ243190969,NS40L 35AH BH,31-Oct-2024,11-Nov-2024,Stock,1,1
AK242093610,95D31L 90AH,20-Nov-2024,23-Nov-2024,Stock,2,2
AK241392838,95D31L 90AH,14-Nov-2024,21-Nov-2024,Stock,4,4
AK242093585,80D26L 70AH,20-Nov-2024,21-Nov-2024,Stock,4,4
AK242093611,95D31L 90AH,20-Nov-2024,24-Nov-2024,Stock,4,4
AK241392849,DIN55L 60AH,14-Nov-2024,21-Nov-2024,Stock,2,2
AK242093615,105D31L 100AH,20-Nov-2024,25-Nov-2024,Stock,2,2
AK241192563,55D23L 60AH,12-Nov-2024,17-Nov-2024,Stock,1,1
AK241392851,DIN55L 60AH,14-Nov-2024,23-Nov-2024,Stock,2,2
AK241893509,DIN74L 74AH,18-Nov-2024,23-Nov-2024,Stock,2,2
AK240391247,80D26L 70AH,3-Nov-2024,20-Nov-2024,Stock,2,2
AK241893505,DIN74L 74AH,18-Nov-2024,19-Nov-2024,Stock,1,1
AK241392846,DIN55L 60AH,14-Nov-2024,20-Nov-2024,Stock,1,1
AK242093588,80D26L 70AH,20-Nov-2024,24-Nov-2024,Stock,4,4
AK241392841,105D31R 100AH,14-Nov-2024,14-Nov-2024,Stock,1,1
AK241392852,DIN55L 60AH,14-Nov-2024,23-Nov-2024,Stock,4,4
AK242394176,DIN55L 60AH,24-Nov-2024,27-Nov-2024,Stock,2,2
AJ242689711,NS60L 45AH,26-Oct-2024,6-Nov-2024,Stock,2,2
AK242093605,55D23L 60AH,20-Nov-2024,27-Nov-2024,Stock,4,4
AK241292635,NS60LS 45AH,12-Nov-2024,13-Nov-2024,Stock,1,1
AK242093623,DIN80L 80AH,20-Nov-2024,23-Nov-2024,Stock,4,4
AK241392842,105D31R 100AH,14-Nov-2024,17-Nov-2024,Stock,1,1
AK241292636,NS60LS 45AH,12-Nov-2024,17-Nov-2024,Stock,2,2
AK242093589,80D26L 70AH,20-Nov-2024,25-Nov-2024,Stock,4,4
AJ242689705,105D31R 100AH,26-Oct-2024,5-Nov-2024,Stock,2,2
AK242093606,55D23L 60AH,20-Nov-2024,27-Nov-2024,Stock,4,4
AK242093624,DIN80L 80AH,20-Nov-2024,24-Nov-2024,Stock,4,4
AK242093592,80D26L 70AH,20-Nov-2024,28-Nov-2024,Stock,4,4
AK242394177,DIN55L 60AH,24-Nov-2024,28-Nov-2024,Stock,2,2
AK242093591,80D26L 70AH,20-Nov-2024,28-Nov-2024,Stock,2,2
AK242093622,DIN80L 80AH,20-Nov-2024,23-Nov-2024,Stock,2,2
AK242895104,80D26L 70AH,30-Nov-2024,30-Nov-2024,Stock,2,2
AK241292637,NS60LS 45AH,12-Nov-2024,30-Nov-2024,Stock,2,2
AK242093625,DIN80L 80AH,20-Nov-2024,30-Nov-2024,Stock,2,2
AK242895105,80D26L 70AH,30-Nov-2024,30-Nov-2024,Stock,2,2
AJ241687283,DIN55L 55AH,16-Oct-2024,11-Nov-2024,Stock,2,1
AK241192566,55D23L 60AH,12-Nov-2024,20-Nov-2024,Stock,2,2
AJ242889962,80D26R 70AH,29-Oct-2024,28-Oct-2024,Stock,1,1
AJ242890034,DIN100L 100AH,29-Oct-2024,11-Nov-2024,Stock,1,1
AJ242689709,NS40L 35AH,26-Oct-2024,13-Nov-2024,Stock,1,1
AK242394179,DIN55L 60AH,24-Nov-2024,28-Nov-2024,Stock,4,4
AK241392853,65-72S 75AH,14-Nov-2024,14-Nov-2024,Stock,1,1
AK243095280,DIN80L 80AH,30-Nov-2024,30-Nov-2024,Stock,4,4
AK241693057,55D23L 55AH,16-Nov-2024,16-Nov-2024,Stock,1,1
AK242093618,NS60LS 45AH,20-Nov-2024,30-Nov-2024,Stock,4,4
AK241893494,105D31R 100AH,18-Nov-2024,28-Nov-2024,Stock,4,4
AK242895106,80D26L 70AH,30-Nov-2024,30-Nov-2024,Stock,4,4
AK241392854,65-72S 75AH,14-Nov-2024,19-Nov-2024,Stock,2,2
AK242394181,DIN55L 60AH,24-Nov-2024,1-Dec-2024,Stock,2,2
AK242895112,80D26L 70AH,30-Nov-2024,1-Dec-2024,Stock,2,2
AK242895113,80D26L 70AH,30-Nov-2024,1-Dec-2024,Stock,2,2
AK242093593,DIN74L 74AH,20-Nov-2024,25-Nov-2024,Stock,2,2
AK242093607,55D23L 60AH,20-Nov-2024,30-Nov-2024,Stock,4,4
AK241693060,DIN66L 66AH,16-Nov-2024,17-Nov-2024,Stock,1,1
AK241893508,DIN74L 74AH,18-Nov-2024,20-Nov-2024,Stock,1,1
AK242093583,80D26L 70AH,20-Nov-2024,21-Nov-2024,Stock,2,2
AK241392855,65-72S 75AH,14-Nov-2024,1-Dec-2024,Stock,2,2
AL240595971,105D31R 100AH,5-Dec-2024,5-Dec-2024,Stock,2,2
AJ243191015,DIN66L 66AH,31-Oct-2024,14-Nov-2024,Stock,2,2
AJ242088477,DIN100L 100AH,21-Oct-2024,11-Nov-2024,Stock,2,1
AK242895108,80D26L 70AH,30-Nov-2024,2-Dec-2024,Stock,2,2
AJ242689706,105D31R 100AH,26-Oct-2024,5-Nov-2024,Stock,2,2
AK241192567,55D23L 60AH,12-Nov-2024,24-Nov-2024,Stock,2,2
AK242093595,DIN74L 74AH,20-Nov-2024,28-Nov-2024,Stock,4,4
AK242494447,DIN44L 45AH,24-Nov-2024,25-Nov-2024,Stock,4,4
AK241292639,DIN55L 55AH,12-Nov-2024,13-Nov-2024,Stock,1,1
AJ241386316,NS60L 45AH,13-Oct-2024,,Stock,1,1
AL240195322,NS60LS 45AH,2-Dec-2024,2-Dec-2024,Stock,4,4
AK242093608,55D23L 60AH,20-Nov-2024,30-Nov-2024,Stock,4,4
AK242394178,DIN55L 60AH,24-Nov-2024,28-Nov-2024,Stock,4,4
AK241893493,80D26R 70AH,18-Nov-2024,30-Nov-2024,Stock,4,4
AK242093609,55D23L 60AH,20-Nov-2024,1-Dec-2024,Stock,2,2
AK242093594,DIN74L 74AH,20-Nov-2024,28-Nov-2024,Stock,2,2
AL240195301,55D23L 60AH,2-Dec-2024,3-Dec-2024,Stock,2,2
AL240195300,55D23L 60AH,2-Dec-2024,2-Dec-2024,Stock,4,4
AK242394184,DIN55L 60AH,24-Nov-2024,3-Dec-2024,Stock,4,4
AK241893500,DIN66L 66AH,18-Nov-2024,2-Dec-2024,Stock,4,4
AK241893498,NS40L 35AH,18-Nov-2024,19-Nov-2024,Stock,2,2
AK242093619,NS60LS 45AH,20-Nov-2024,1-Dec-2024,Stock,2,2
AK242093626,DIN80L 80AH,20-Nov-2024,30-Nov-2024,Stock,2,2
AL240195303,55D23L 60AH,2-Dec-2024,4-Dec-2024,Stock,2,2
AK241893497,105D31R 100AH,18-Nov-2024,3-Dec-2024,Stock,2,2
AK242394182,DIN55L 60AH,24-Nov-2024,1-Dec-2024,Stock,2,2
AK242394180,DIN55L 60AH,24-Nov-2024,30-Nov-2024,Stock,4,4
AK242394185,DIN55L 60AH,24-Nov-2024,4-Dec-2024,Stock,4,4
AK241893495,105D31R 100AH,18-Nov-2024,1-Dec-2024,Stock,4,4
AK242394183,DIN55L 60AH,24-Nov-2024,2-Dec-2024,Stock,2,2
AK242093597,DIN74L 74AH,20-Nov-2024,2-Dec-2024,Stock,4,4
AK242895109,80D26L 70AH,30-Nov-2024,2-Dec-2024,Stock,2,2
AJ242890035,DIN100L 100AH,29-Oct-2024,30-Nov-2024,Stock,4,4
AK242093590,80D26L 70AH,20-Nov-2024,26-Nov-2024,Stock,4,4
AK243095285,DIN80L 80AH,30-Nov-2024,5-Dec-2024,Stock,2,2
AK242494442,95D31L 90AH,24-Nov-2024,26-Nov-2024,Stock,2,2
AK242895111,80D26L 70AH,30-Nov-2024,3-Dec-2024,Stock,2,2
AK242093599,DIN74L 74AH,20-Nov-2024,4-Dec-2024,Stock,2,2
AK242093596,80D26L 70AH,20-Nov-2024,2-Dec-2024,Stock,2,2
AL240195310,80D26L 70AH,2-Dec-2024,7-Dec-2024,Stock,2,2
AL240195328,DIN55L 60AH,2-Dec-2024,5-Dec-2024,Stock,2,2
AL240195332,DIN55L 60AH,2-Dec-2024,5-Dec-2024,Stock,4,4
AL240195331,DIN55L 60AH,2-Dec-2024,5-Dec-2024,Stock,4,4
AK242093598,DIN74L 74AH,20-Nov-2024,3-Dec-2024,Stock,4,4
AL240195330,DIN55L 60AH,2-Dec-2024,5-Dec-2024,Stock,4,4
AK241392844,DIN44L 45AH,14-Nov-2024,21-Nov-2024,Stock,2,2
AJ241586910,NS60L 45AH,15-Oct-2024,,Stock,2,2
AJ242890033,DIN100L 100AH,29-Oct-2024,6-Nov-2024,Stock,2,2
AK242093601,DIN74L 74AH,20-Nov-2024,7-Dec-2024,Stock,2,2
AL240195302,55D23L 60AH,2-Dec-2024,3-Dec-2024,Stock,4,4
AK242895107,80D26L 70AH,30-Nov-2024,30-Nov-2024,Stock,4,4
AK242895110,80D26L 70AH,30-Nov-2024,2-Dec-2024,Stock,4,4
AL240195311,80D26L 70AH,2-Dec-2024,7-Dec-2024,Stock,4,4
AK242093602,DIN74L 74AH,20-Nov-2024,7-Dec-2024,Stock,2,2
AL240195329,DIN55L 60AH,2-Dec-2024,5-Dec-2024,Stock,2,2
AL240195312,80D26L 70AH,2-Dec-2024,7-Dec-2024,Stock,2,2
AL240195304,55D23L 60AH,2-Dec-2024,4-Dec-2024,Stock,2,2
AL240195313,80D26L 70AH,2-Dec-2024,7-Dec-2024,Stock,2,2
AL240896478,DIN74L 74AH,8-Dec-2024,8-Dec-2024,Stock,2,2
AL240195336,DIN55L 60AH,2-Dec-2024,8-Dec-2024,Stock,2,2
AL240896479,DIN74L 74AH,8-Dec-2024,8-Dec-2024,Stock,2,2
AL240195333,DIN55L 60AH,2-Dec-2024,8-Dec-2024,Stock,4,4
AK242093600,DIN74L 74AH,20-Nov-2024,5-Dec-2024,Stock,4,4
AL240195334,DIN55L 60AH,2-Dec-2024,8-Dec-2024,Stock,4,4
AL240195317,80D26L 70AH,2-Dec-2024,8-Dec-2024,Stock,2,2
AL240195318,80D26L 70AH,2-Dec-2024,9-Dec-2024,Stock,2,2
AK242093613,95D31L 90AH,20-Nov-2024,26-Nov-2024,Stock,4,4
AL240195321,80D26R 70AH,2-Dec-2024,3-Dec-2024,Stock,4,4
AL240896472,DIN55L 60AH,8-Dec-2024,8-Dec-2024,Stock,2,2
AL240195314,80D26L 70AH,2-Dec-2024,8-Dec-2024,Stock,4,4
AL240595972,105D31R 100AH,5-Dec-2024,5-Dec-2024,Stock,4,4
AL240896475,DIN55L 60AH,8-Dec-2024,9-Dec-2024,Stock,4,4
AL240896473,DIN55L 60AH,8-Dec-2024,8-Dec-2024,Stock,2,2
AL240896480,DIN74L 74AH,8-Dec-2024,8-Dec-2024,Stock,2,2
AL240195324,NS60LS 45AH,2-Dec-2024,5-Dec-2024,Stock,2,2
AL240896470,DIN44L 45AH,8-Dec-2024,9-Dec-2024,Stock,2,2
AL240195319,80D26L 70AH,2-Dec-2024,10-Dec-2024,Stock,2,2
AL240195320,80D26R 70AH,2-Dec-2024,10-Dec-2024,Stock,4,4
AK241893499,NS40L 35AH,18-Nov-2024,30-Nov-2024,Stock,4,4
AL240896483,DIN74L 74AH,8-Dec-2024,9-Dec-2024,Stock,4,4
AL240595973,105D31R 100AH,5-Dec-2024,10-Dec-2024,Stock,4,4
AL240195325,NS60LS 45AH,2-Dec-2024,11-Dec-2024,Stock,2,2
AL240195306,55D23L 60AH,2-Dec-2024,5-Dec-2024,Stock,2,2
AL240896482,DIN74L 74AH,8-Dec-2024,9-Dec-2024,Stock,4,4
AL240195339,65-72S 75AH,2-Dec-2024,2-Dec-2024,Stock,4,4
AK243095282,DIN80L 80AH,30-Nov-2024,30-Nov-2024,Stock,4,4
AK241292641,DIN55L 55AH,12-Nov-2024,3-Dec-2024,Stock,4,4
AL240195305,55D23L 60AH,2-Dec-2024,4-Dec-2024,Stock,4,4
AL240195337,DIN55L 60AH,2-Dec-2024,11-Dec-2024,Stock,2,2
AK241292640,DIN55L 55AH,12-Nov-2024,1-Dec-2024,Stock,2,2
AL240495864,DIN66L 66AH,5-Dec-2024,5-Dec-2024,Stock,4,4
AL240896484,DIN74L 74AH,8-Dec-2024,9-Dec-2024,Stock,4,4
AL240896486,DIN74L 74AH,8-Dec-2024,11-Dec-2024,Stock,4,4
AK242494441,95D31L 90AH,24-Nov-2024,26-Nov-2024,Stock,4,4
AL240896487,DIN74L 74AH,8-Dec-2024,12-Dec-2024,Stock,4,4
AL240896458,80D26L 70AH,8-Dec-2024,10-Dec-2024,Stock,2,2
AL240896460,80D26L 70AH,8-Dec-2024,11-Dec-2024,Stock,2,2
AL240595977,NS40L 35AH,5-Dec-2024,5-Dec-2024,Stock,2,2
AL240896481,DIN74L 74AH,8-Dec-2024,8-Dec-2024,Stock,2,2
AL240195307,55D23L 60AH,2-Dec-2024,7-Dec-2024,Stock,4,4
AL240195308,55D23L 60AH,2-Dec-2024,8-Dec-2024,Stock,4,4
AL241297695,DIN74L 74AH,12-Dec-2024,14-Dec-2024,Stock,4,4
AK242494444,95D31L 90AH,24-Nov-2024,10-Dec-2024,Stock,4,4
AL241297696,DIN74L 74AH,12-Dec-2024,14-Dec-2024,Stock,4,4
AL241297697,DIN74L 74AH,12-Dec-2024,14-Dec-2024,Stock,4,4
AK242694746,DIN44L 45AH,26-Nov-2024,3-Dec-2024,Stock,4,4
AL240195335,DIN55L 60AH,2-Dec-2024,8-Dec-2024,Stock,4,4
AK243095283,DIN80L 80AH,30-Nov-2024,7-Dec-2024,Stock,2,2
AL240595979,NS40L 35AH,5-Dec-2024,15-Dec-2024,Stock,2,2
AL240896461,80D26L 70AH,8-Dec-2024,15-Dec-2024,Stock,2,2
AL240896476,DIN55L 60AH,8-Dec-2024,10-Dec-2024,Stock,2,2
AL240195342,DIN100L 100AH,2-Dec-2024,8-Dec-2024,Stock,2,2
AL240896485,DIN74L 74AH,8-Dec-2024,11-Dec-2024,Stock,2,2
AL241297698,DIN74L 74AH,12-Dec-2024,15-Dec-2024,Stock,2,2
AL240896459,80D26L 70AH,8-Dec-2024,10-Dec-2024,Stock,4,4
AL241297699,DIN74L 74AH,12-Dec-2024,15-Dec-2024,Stock,4,4
AL241297700,DIN74L 74AH,12-Dec-2024,15-Dec-2024,Stock,4,4
AL240896474,DIN55L 60AH,8-Dec-2024,9-Dec-2024,Stock,4,4
AL241297685,DIN55L 60AH,12-Dec-2024,14-Dec-2024,Stock,2,2
AL241297682,DIN55L 55AH,12-Dec-2024,14-Dec-2024,Stock,2,2
AK243095281,DIN80L 80AH,30-Nov-2024,30-Nov-2024,Stock,4,4
AL241698499,DIN44L 45AH,16-Dec-2024,17-Dec-2024,Stock,4,4
AL240195315,80D26L 70AH,2-Dec-2024,8-Dec-2024,Stock,4,4
AL240896471,DIN44L 45AH,8-Dec-2024,11-Dec-2024,Stock,2,2
AL241297690,DIN55L 60AH,12-Dec-2024,17-Dec-2024,Stock,2,2
AL240595974,105D31R 100AH,5-Dec-2024,11-Dec-2024,Stock,2,2
AL240195338,65-72S 75AH,2-Dec-2024,2-Dec-2024,Stock,2,2
AL240896450,55D23L 60AH,8-Dec-2024,14-Dec-2024,Stock,4,4
AL240595975,105D31R 100AH,5-Dec-2024,11-Dec-2024,Stock,4,4
AL240195316,80D26L 70AH,2-Dec-2024,8-Dec-2024,Stock,4,4
AL240896464,80D26L 70AH,8-Dec-2024,17-Dec-2024,Stock,4,4
AL241297688,DIN55L 60AH,12-Dec-2024,19-Dec-2024,Stock,2,2
AL240896462,80D26L 70AH,8-Dec-2024,15-Dec-2024,Stock,2,2
AL240195326,NS60LS 45AH,2-Dec-2024,12-Dec-2024,Stock,2,2
AK242093612,95D31L 90AH,20-Nov-2024,24-Nov-2024,Stock,2,2
AK243095284,DIN80L 80AH,30-Nov-2024,7-Dec-2024,Stock,2,2
